,dialogue_id,turn_id,n_clusters_user,n_clusters_system,n_clusters_final
535,76,1,,10.0,10
536,76,3,,10.0,10
537,76,5,,10.0,10
538,76,7,,8.0,8
539,76,9,,0.0,0
540,76,11,,3.0,3
541,76,13,,0.0,0
542,76,15,,2.0,2
543,76,17,,4.0,4
544,77,1,,6.0,6
545,77,3,,3.0,3
546,77,5,,8.0,8
547,77,7,,2.0,2
548,77,9,,4.0,4
549,78,1,,10.0,10
550,78,3,,4.0,4
551,78,5,,0.0,0
552,78,7,,3.0,3
553,78,9,,0.0,0
554,78,11,,0.0,0
555,78,13,,1.0,1
556,78,15,,1.0,1
557,79,1,,8.0,8
558,79,3,,8.0,8
559,79,5,,0.0,0
560,79,7,,0.0,0
561,79,9,,2.0,2
562,79,11,,4.0,4
563,80,1,,5.0,5
564,80,3,,10.0,10
565,80,5,,10.0,10
566,80,7,,3.0,3
567,80,9,,0.0,0
568,80,11,,4.0,4
569,80,13,,4.0,4
570,81,1,,8.0,8
571,81,3,,8.0,8
572,81,5,,3.0,3
573,81,7,,0.0,0
574,81,9,,3.0,3
575,81,11,,2.0,2
576,81,13,,4.0,4
577,82,1,,5.0,5
578,82,3,,3.0,3
579,82,5,,0.0,0
580,82,7,,2.0,2
581,82,9,,4.0,4
582,83,1,,10.0,10
583,83,3,,10.0,10
584,83,5,,8.0,8
585,83,7,,6.0,6
586,83,9,,0.0,0
587,83,11,,2.0,2
588,83,13,,4.0,4
589,84,1,,5.0,5
590,84,3,,6.0,6
591,84,5,,0.0,0
592,84,7,,7.0,7
593,84,9,,5.0,5
594,84,11,,7.0,7
595,84,13,,8.0,8
596,85,1,,6.0,6
597,85,3,,9.0,9
598,85,5,,9.0,9
599,85,7,,8.0,8
600,85,9,,5.0,5
601,85,11,,5.0,5
602,85,13,,5.0,5
603,85,15,,8.0,8
604,85,17,,3.0,3
605,85,19,,2.0,2
606,85,21,,1.0,1
607,85,23,,6.0,6
608,86,1,,10.0,10
609,86,3,,9.0,9
610,86,5,,9.0,9
611,86,7,,9.0,9
612,86,9,,10.0,10
613,86,11,,8.0,8
614,86,13,,6.0,6
615,87,1,,10.0,10
616,87,3,,8.0,8
617,87,5,,0.0,0
618,87,7,,7.0,7
619,88,1,,3.0,3
620,88,3,,3.0,3
621,88,5,,2.0,2
622,88,7,,4.0,4
623,89,1,,5.0,5
624,89,3,,7.0,7
625,89,5,,10.0,10
626,89,7,,8.0,8
627,89,9,,8.0,8
628,89,11,,2.0,2
629,89,13,,4.0,4
630,90,1,,10.0,10
631,90,3,,10.0,10
632,90,5,,6.0,6
633,90,7,,0.0,0
634,90,9,,0.0,0
635,90,11,,2.0,2
636,90,13,,4.0,4
637,91,1,,10.0,10
638,91,3,,10.0,10
639,91,5,,8.0,8
640,91,7,,7.0,7
641,91,9,,9.0,9
642,91,11,,2.0,2
643,91,13,,4.0,4
644,92,1,,9.0,9
645,92,3,,9.0,9
646,92,5,,8.0,8
647,92,7,,9.0,9
648,92,9,,9.0,9
649,92,11,,1.0,1
650,92,13,,4.0,4
651,93,1,,7.0,7
652,93,3,,5.0,5
653,93,5,,2.0,2
654,93,7,,7.0,7
655,93,9,,9.0,9
656,93,11,,3.0,3
657,93,13,,2.0,2
658,93,15,,4.0,4
659,94,1,,10.0,10
660,94,3,,3.0,3
661,94,5,,0.0,0
662,94,7,,0.0,0
663,94,9,,2.0,2
664,94,11,,7.0,7
665,94,13,,10.0,10
666,94,15,,10.0,10
667,94,17,,8.0,8
668,94,19,,4.0,4
669,95,1,,5.0,5
670,95,3,,5.0,5
671,95,5,,8.0,8
672,95,7,,9.0,9
673,95,9,,9.0,9
674,95,11,,3.0,3
675,95,13,,2.0,2
676,95,15,,2.0,2
677,95,17,,4.0,4
678,96,1,,3.0,3
679,96,3,,0.0,0
680,96,5,,1.0,1
681,96,7,,0.0,0
682,96,9,,0.0,0
683,96,11,,7.0,7
684,96,13,,4.0,4
685,97,1,,10.0,10
686,97,3,,8.0,8
687,97,5,,8.0,8
688,97,7,,0.0,0
689,97,9,,2.0,2
690,97,11,,7.0,7
691,98,1,,0.0,0
692,98,3,,0.0,0
693,98,5,,2.0,2
694,98,7,,8.0,8
695,98,9,,8.0,8
696,98,11,,8.0,8
697,98,13,,1.0,1
698,99,1,,7.0,7
699,99,3,,9.0,9
700,99,5,,6.0,6
701,99,7,,0.0,0
702,99,9,,7.0,7
703,99,11,,1.0,1
704,99,13,,4.0,4
705,100,1,,5.0,5
706,100,3,,5.0,5
707,100,5,,2.0,2
708,100,7,,2.0,2
709,100,9,,10.0,10
710,100,11,,10.0,10
711,100,13,,10.0,10
712,100,15,,3.0,3
713,100,17,,8.0,8
714,100,19,,3.0,3
715,100,21,,4.0,4
716,101,1,,5.0,5
717,101,3,,3.0,3
718,101,5,,2.0,2
719,101,7,,0.0,0
720,101,9,,0.0,0
721,101,11,,2.0,2
722,101,13,,4.0,4
723,102,1,,10.0,10
724,102,3,,8.0,8
725,102,5,,6.0,6
726,102,7,,3.0,3
727,102,9,,3.0,3
728,102,11,,0.0,0
729,102,13,,7.0,7
730,102,15,,0.0,0
731,102,17,,4.0,4
732,103,1,,10.0,10
733,103,3,,10.0,10
734,103,5,,8.0,8
735,103,7,,3.0,3
736,103,9,,0.0,0
737,103,11,,2.0,2
738,103,13,,4.0,4
739,104,1,,3.0,3
740,104,3,,0.0,0
741,104,5,,2.0,2
742,104,7,,10.0,10
743,104,9,,8.0,8
744,104,11,,8.0,8
745,104,13,,4.0,4
746,105,1,,7.0,7
747,105,3,,0.0,0
748,105,5,,0.0,0
749,105,7,,10.0,10
750,105,9,,2.0,2
751,105,11,,4.0,4
752,106,1,,6.0,6
753,106,3,,5.0,5
754,106,5,,9.0,9
755,106,7,,8.0,8
756,106,9,,3.0,3
757,106,11,,3.0,3
758,106,13,,0.0,0
759,106,15,,0.0,0
760,106,17,,4.0,4
761,107,1,,5.0,5
762,107,3,,8.0,8
763,107,5,,10.0,10
764,107,7,,10.0,10
765,107,9,,8.0,8
766,107,11,,4.0,4
767,108,1,,3.0,3
768,108,3,,0.0,0
769,108,5,,0.0,0
770,108,7,,2.0,2
771,108,9,,1.0,1
772,109,1,,3.0,3
773,109,3,,0.0,0
774,109,5,,2.0,2
775,109,7,,7.0,7
776,109,9,,9.0,9
777,109,11,,4.0,4
778,110,1,,3.0,3
779,110,3,,0.0,0
780,110,5,,0.0,0
781,110,7,,0.0,0
782,110,9,,9.0,9
783,110,11,,9.0,9
784,110,13,,9.0,9
785,110,15,,2.0,2
786,110,17,,4.0,4
787,111,1,,10.0,10
788,111,3,,10.0,10
789,111,5,,8.0,8
790,111,7,,0.0,0
791,111,9,,0.0,0
792,111,11,,2.0,2
793,111,13,,4.0,4
794,112,1,,10.0,10
795,112,3,,6.0,6
796,112,5,,8.0,8
797,112,7,,5.0,5
798,112,9,,8.0,8
799,112,11,,4.0,4
800,113,1,,5.0,5
801,113,3,,5.0,5
802,113,5,,3.0,3
803,113,7,,2.0,2
804,113,9,,9.0,9
805,113,11,,9.0,9
806,113,13,,8.0,8
807,113,15,,1.0,1
808,113,17,,4.0,4
809,114,1,,10.0,10
810,114,3,,8.0,8
811,114,5,,3.0,3
812,114,7,,7.0,7
813,114,9,,2.0,2
814,114,11,,4.0,4
815,115,1,,9.0,9
816,115,3,,6.0,6
817,115,5,,8.0,8
818,115,7,,3.0,3
819,115,9,,0.0,0
820,115,11,,0.0,0
821,115,13,,6.0,6
822,116,1,,9.0,9
823,116,3,,7.0,7
824,116,5,,3.0,3
825,116,7,,2.0,2
826,116,9,,9.0,9
827,116,11,,2.0,2
828,116,13,,3.0,3
829,116,15,,2.0,2
830,116,17,,0.0,0
831,116,19,,6.0,6
832,117,1,,9.0,9
833,117,3,,1.0,1
834,117,5,,3.0,3
835,117,7,,0.0,0
836,117,9,,2.0,2
837,117,11,,4.0,4
838,118,1,,7.0,7
839,118,3,,10.0,10
840,118,5,,10.0,10
841,118,7,,7.0,7
842,118,9,,1.0,1
843,118,11,,10.0,10
844,118,13,,2.0,2
845,118,15,,4.0,4
846,119,1,,5.0,5
847,119,3,,2.0,2
848,119,5,,10.0,10
849,119,7,,10.0,10
850,119,9,,10.0,10
851,119,11,,8.0,8
852,119,13,,1.0,1
853,120,1,,5.0,5
854,120,3,,5.0,5
855,120,5,,5.0,5
856,120,7,,2.0,2
857,120,9,,3.0,3
858,120,11,,0.0,0
859,120,13,,0.0,0
860,120,15,,0.0,0
861,120,17,,4.0,4
862,121,1,,10.0,10
863,121,3,,10.0,10
864,121,5,,8.0,8
865,121,7,,5.0,5
866,121,9,,10.0,10
867,121,11,,2.0,2
868,121,13,,2.0,2
869,121,15,,2.0,2
870,121,17,,4.0,4
871,122,1,,5.0,5
872,122,3,,5.0,5
873,122,5,,2.0,2
874,122,7,,10.0,10
875,122,9,,8.0,8
876,122,11,,8.0,8
877,122,13,,3.0,3
878,122,15,,6.0,6
879,123,1,,0.0,0
880,123,3,,3.0,3
881,123,5,,0.0,0
882,123,7,,2.0,2
883,123,9,,10.0,10
884,123,11,,9.0,9
885,123,13,,9.0,9
886,123,15,,4.0,4
887,124,1,,5.0,5
888,124,3,,5.0,5
889,124,5,,8.0,8
890,124,7,,3.0,3
891,124,9,,0.0,0
892,124,11,,7.0,7
893,124,13,,4.0,4
894,125,1,,7.0,7
895,125,3,,9.0,9
896,125,5,,2.0,2
897,125,7,,4.0,4
898,126,1,,3.0,3
899,126,3,,3.0,3
900,126,5,,0.0,0
901,126,7,,6.0,6
902,127,1,,5.0,5
903,127,3,,2.0,2
904,127,5,,0.0,0
905,127,7,,0.0,0
906,127,9,,0.0,0
907,127,11,,1.0,1
908,127,13,,4.0,4
909,128,1,,5.0,5
910,128,3,,8.0,8
911,128,5,,9.0,9
912,128,7,,2.0,2
913,128,9,,3.0,3
914,128,11,,8.0,8
915,128,13,,4.0,4
916,129,1,,5.0,5
917,129,3,,1.0,1
918,129,5,,8.0,8
919,129,7,,8.0,8
920,129,9,,2.0,2
921,129,11,,4.0,4
922,130,1,,5.0,5
923,130,3,,7.0,7
924,130,5,,1.0,1
925,130,7,,4.0,4
926,131,1,,7.0,7
927,131,3,,2.0,2
928,131,5,,10.0,10
929,131,7,,10.0,10
930,131,9,,10.0,10
931,131,11,,8.0,8
932,131,13,,3.0,3
933,131,15,,8.0,8
934,131,17,,4.0,4
935,132,1,,10.0,10
936,132,3,,10.0,10
937,132,5,,0.0,0
938,132,7,,0.0,0
939,132,9,,0.0,0
940,132,11,,7.0,7
941,132,13,,1.0,1
942,132,15,,4.0,4
943,132,17,,4.0,4
944,133,1,,3.0,3
945,133,3,,0.0,0
946,133,5,,2.0,2
947,133,7,,5.0,5
948,133,9,,5.0,5
949,133,11,,7.0,7
950,133,13,,2.0,2
951,133,15,,8.0,8
952,133,17,,2.0,2
953,133,19,,4.0,4
954,134,1,,7.0,7
955,134,3,,9.0,9
956,134,5,,10.0,10
957,134,7,,9.0,9
958,134,9,,3.0,3
959,134,11,,2.0,2
960,134,13,,8.0,8
961,134,15,,10.0,10
962,134,17,,4.0,4
963,135,1,,10.0,10
964,135,3,,7.0,7
965,135,5,,9.0,9
966,135,7,,9.0,9
967,135,9,,10.0,10
968,135,11,,9.0,9
969,135,13,,2.0,2
970,135,15,,0.0,0
971,135,17,,2.0,2
972,135,19,,1.0,1
973,135,21,,4.0,4
974,136,1,,3.0,3
975,136,3,,0.0,0
976,136,5,,2.0,2
977,136,7,,9.0,9
978,136,9,,8.0,8
979,136,11,,10.0,10
980,136,13,,3.0,3
981,136,15,,1.0,1
982,137,1,,0.0,0
983,137,3,,3.0,3
984,137,5,,0.0,0
985,137,7,,9.0,9
986,137,9,,9.0,9
987,137,11,,8.0,8
988,137,13,,8.0,8
989,137,15,,4.0,4
990,138,1,,6.0,6
991,138,3,,8.0,8
992,138,5,,9.0,9
993,138,7,,2.0,2
994,138,9,,4.0,4
995,139,1,,5.0,5
996,139,3,,5.0,5
997,139,5,,2.0,2
998,139,7,,3.0,3
999,139,9,,0.0,0
1000,139,11,,0.0,0
1001,139,13,,4.0,4
1002,140,1,,9.0,9
1003,140,3,,9.0,9
1004,140,5,,2.0,2
1005,140,7,,4.0,4
1006,140,9,,6.0,6
1007,140,11,,5.0,5
1008,140,13,,8.0,8
1009,140,15,,4.0,4
1010,141,1,,9.0,9
1011,141,3,,9.0,9
1012,141,5,,10.0,10
1013,141,7,,9.0,9
1014,141,9,,7.0,7
1015,141,11,,9.0,9
1016,141,13,,9.0,9
1017,141,15,,8.0,8
1018,141,17,,0.0,0
1019,141,19,,8.0,8
1020,141,21,,4.0,4
1021,142,1,,3.0,3
1022,142,3,,7.0,7
1023,142,5,,0.0,0
1024,142,7,,9.0,9
1025,142,9,,9.0,9
1026,142,11,,7.0,7
1027,142,13,,2.0,2
1028,142,15,,1.0,1
1029,143,1,,8.0,8
1030,143,3,,7.0,7
1031,143,5,,3.0,3
1032,143,7,,3.0,3
1033,143,9,,3.0,3
1034,143,11,,2.0,2
1035,143,13,,4.0,4
1036,143,15,,1.0,1
1037,144,1,,3.0,3
1038,144,3,,0.0,0
1039,144,5,,0.0,0
1040,144,7,,8.0,8
1041,144,9,,6.0,6
1042,145,1,,3.0,3
1043,145,3,,8.0,8
1044,145,5,,4.0,4
1045,146,1,,5.0,5
1046,146,3,,7.0,7
1047,146,5,,8.0,8
1048,146,7,,10.0,10
1049,146,9,,10.0,10
1050,146,11,,4.0,4
1051,147,1,,5.0,5
1052,147,3,,9.0,9
1053,147,5,,1.0,1
1054,147,7,,2.0,2
1055,147,9,,2.0,2
1056,147,11,,2.0,2
1057,147,13,,3.0,3
1058,147,15,,0.0,0
1059,147,17,,1.0,1
1060,148,1,,5.0,5
1061,148,3,,2.0,2
1062,148,5,,9.0,9
1063,148,7,,9.0,9
1064,148,9,,2.0,2
1065,148,11,,3.0,3
1066,148,13,,8.0,8
1067,148,15,,4.0,4
1068,148,17,,4.0,4
1069,149,1,,6.0,6
1070,149,3,,0.0,0
1071,149,5,,0.0,0
1072,149,7,,9.0,9
1073,149,9,,2.0,2
1074,149,11,,6.0,6
1075,150,1,,5.0,5
1076,150,3,,5.0,5
1077,150,5,,5.0,5
1078,150,7,,8.0,8
1079,150,9,,4.0,4
1080,151,1,,6.0,6
1081,151,3,,5.0,5
1082,151,5,,7.0,7
1083,151,7,,2.0,2
1084,151,9,,4.0,4
1085,152,1,,3.0,3
1086,152,3,,0.0,0
1087,152,5,,2.0,2
1088,152,7,,10.0,10
1089,152,9,,10.0,10
1090,152,11,,7.0,7
1091,152,13,,8.0,8
1092,152,15,,4.0,4
1093,153,1,,9.0,9
1094,153,3,,9.0,9
1095,153,5,,9.0,9
1096,153,7,,3.0,3
1097,153,9,,2.0,2
1098,153,11,,0.0,0
1099,153,13,,2.0,2
1100,153,15,,4.0,4
1101,154,1,,5.0,5
1102,154,3,,5.0,5
1103,154,5,,5.0,5
1104,154,7,,5.0,5
1105,154,9,,2.0,2
1106,154,11,,9.0,9
1107,154,13,,5.0,5
1108,154,15,,9.0,9
1109,154,17,,3.0,3
1110,154,19,,2.0,2
1111,154,21,,9.0,9
1112,154,23,,2.0,2
1113,154,25,,4.0,4
1114,155,1,,3.0,3
1115,155,3,,0.0,0
1116,155,5,,7.0,7
1117,155,7,,2.0,2
1118,155,9,,3.0,3
1119,155,11,,2.0,2
1120,155,13,,1.0,1
1121,155,15,,4.0,4
1122,156,1,,6.0,6
1123,156,3,,8.0,8
1124,156,5,,8.0,8
1125,156,7,,3.0,3
1126,156,9,,0.0,0
1127,156,11,,2.0,2
1128,156,13,,6.0,6
1129,157,1,,3.0,3
1130,157,3,,6.0,6
1131,157,5,,0.0,0
1132,157,7,,5.0,5
1133,157,9,,10.0,10
1134,157,11,,2.0,2
1135,157,13,,6.0,6
1136,158,1,,9.0,9
1137,158,3,,10.0,10
1138,158,5,,9.0,9
1139,158,7,,3.0,3
1140,158,9,,3.0,3
1141,158,11,,9.0,9
1142,158,13,,9.0,9
1143,158,15,,2.0,2
1144,158,17,,4.0,4
1145,159,1,,3.0,3
1146,159,3,,3.0,3
1147,159,5,,0.0,0
1148,159,7,,2.0,2
1149,159,9,,9.0,9
1150,159,11,,9.0,9
1151,159,13,,2.0,2
1152,159,15,,4.0,4
1153,160,1,,8.0,8
1154,160,3,,2.0,2
1155,160,5,,4.0,4
1156,161,1,,10.0,10
1157,161,3,,10.0,10
1158,161,5,,8.0,8
1159,161,7,,0.0,0
1160,161,9,,0.0,0
1161,161,11,,2.0,2
1162,161,13,,4.0,4
1163,161,15,,4.0,4
1164,162,1,,8.0,8
1165,162,3,,2.0,2
1166,162,5,,0.0,0
1167,162,7,,0.0,0
1168,162,9,,7.0,7
1169,162,11,,4.0,4
1170,163,1,,6.0,6
1171,163,3,,3.0,3
1172,163,5,,3.0,3
1173,163,7,,0.0,0
1174,163,9,,7.0,7
1175,163,11,,2.0,2
1176,163,13,,10.0,10
1177,163,15,,8.0,8
1178,163,17,,4.0,4
1179,163,19,,4.0,4
1180,164,1,,1.0,1
1181,164,3,,2.0,2
1182,164,5,,4.0,4
1183,165,1,,9.0,9
1184,165,3,,9.0,9
1185,165,5,,9.0,9
1186,165,7,,3.0,3
1187,165,9,,2.0,2
1188,165,11,,10.0,10
1189,165,13,,10.0,10
1190,165,15,,8.0,8
1191,165,17,,4.0,4
1192,166,1,,3.0,3
1193,166,3,,2.0,2
1194,166,5,,4.0,4
1195,167,1,,5.0,5
1196,167,3,,7.0,7
1197,167,5,,5.0,5
1198,167,7,,2.0,2
1199,167,9,,3.0,3
1200,167,11,,3.0,3
1201,167,13,,6.0,6
1202,167,15,,1.0,1
1203,167,17,,4.0,4
1204,168,1,,5.0,5
1205,168,3,,5.0,5
1206,168,5,,2.0,2
1207,168,7,,4.0,4
1208,169,1,,9.0,9
1209,169,3,,10.0,10
1210,169,5,,9.0,9
1211,169,7,,9.0,9
1212,169,9,,3.0,3
1213,169,11,,0.0,0
1214,169,13,,2.0,2
1215,169,15,,4.0,4
1216,170,1,,7.0,7
1217,170,3,,9.0,9
1218,170,5,,2.0,2
1219,170,7,,4.0,4
1220,171,1,,7.0,7
1221,171,3,,10.0,10
1222,171,5,,8.0,8
1223,171,7,,10.0,10
1224,171,9,,5.0,5
1225,171,11,,10.0,10
1226,171,13,,7.0,7
1227,171,15,,2.0,2
1228,171,17,,4.0,4
1229,172,1,,0.0,0
1230,172,3,,3.0,3
1231,172,5,,0.0,0
1232,172,7,,0.0,0
1233,172,9,,7.0,7
1234,172,11,,9.0,9
1235,172,13,,9.0,9
1236,172,15,,3.0,3
1237,172,17,,9.0,9
1238,172,19,,3.0,3
1239,172,21,,2.0,2
1240,172,23,,4.0,4
1241,173,1,,5.0,5
1242,173,3,,2.0,2
1243,173,5,,3.0,3
1244,173,7,,0.0,0
1245,173,9,,0.0,0
1246,173,11,,2.0,2
1247,173,13,,6.0,6
1248,174,1,,10.0,10
1249,174,3,,10.0,10
1250,174,5,,8.0,8
1251,174,7,,4.0,4
1252,175,1,,10.0,10
1253,175,3,,10.0,10
1254,175,5,,5.0,5
1255,175,7,,6.0,6
1256,175,9,,3.0,3
1257,175,11,,2.0,2
1258,175,13,,4.0,4
1259,176,1,,3.0,3
1260,176,3,,0.0,0
1261,176,5,,0.0,0
1262,176,7,,7.0,7
1263,176,9,,5.0,5
1264,176,11,,5.0,5
1265,176,13,,5.0,5
1266,176,15,,2.0,2
1267,176,17,,8.0,8
1268,176,19,,1.0,1
1269,176,21,,4.0,4
1270,177,1,,0.0,0
1271,177,3,,0.0,0
1272,177,5,,0.0,0
1273,177,7,,7.0,7
1274,177,9,,2.0,2
1275,177,11,,1.0,1
1276,178,1,,10.0,10
1277,178,3,,10.0,10
1278,178,5,,9.0,9
1279,178,7,,8.0,8
1280,178,9,,10.0,10
1281,178,11,,8.0,8
1282,178,13,,9.0,9
1283,178,15,,1.0,1
1284,178,17,,1.0,1
1285,179,1,,9.0,9
1286,179,3,,9.0,9
1287,179,5,,1.0,1
1288,179,7,,5.0,5
1289,179,9,,7.0,7
1290,179,11,,8.0,8
1291,179,13,,3.0,3
1292,179,15,,8.0,8
1293,179,17,,4.0,4
1294,180,1,,6.0,6
1295,180,3,,10.0,10
1296,180,5,,8.0,8
1297,180,7,,7.0,7
1298,180,9,,5.0,5
1299,180,11,,2.0,2
1300,180,13,,7.0,7
1301,180,15,,6.0,6
1302,181,1,,9.0,9
1303,181,3,,9.0,9
1304,181,5,,2.0,2
1305,181,7,,3.0,3
1306,181,9,,2.0,2
1307,181,11,,4.0,4
1308,182,1,,10.0,10
1309,182,3,,7.0,7
1310,182,5,,2.0,2
1311,182,7,,3.0,3
1312,182,9,,7.0,7
1313,182,11,,0.0,0
1314,182,13,,2.0,2
1315,182,15,,4.0,4
1316,183,1,,9.0,9
1317,183,3,,9.0,9
1318,183,5,,7.0,7
1319,183,7,,3.0,3
1320,183,9,,3.0,3
1321,183,11,,2.0,2
1322,183,13,,3.0,3
1323,183,15,,0.0,0
1324,183,17,,7.0,7
1325,184,1,,0.0,0
1326,184,3,,3.0,3
1327,184,5,,0.0,0
1328,184,7,,0.0,0
1329,184,9,,2.0,2
1330,184,11,,2.0,2
1331,184,13,,4.0,4
1332,185,1,,5.0,5
1333,185,3,,5.0,5
1334,185,5,,2.0,2
1335,185,7,,1.0,1
1336,185,9,,4.0,4
1337,185,11,,6.0,6
1338,186,1,,3.0,3
1339,186,3,,0.0,0
1340,186,5,,7.0,7
1341,186,7,,2.0,2
1342,186,9,,10.0,10
1343,186,11,,9.0,9
1344,186,13,,8.0,8
1345,186,15,,6.0,6
1346,187,1,,5.0,5
1347,187,3,,2.0,2
1348,187,5,,2.0,2
1349,187,7,,10.0,10
1350,187,9,,10.0,10
1351,187,11,,10.0,10
1352,187,13,,4.0,4
1353,188,1,,5.0,5
1354,188,3,,5.0,5
1355,188,5,,2.0,2
1356,188,7,,10.0,10
1357,188,9,,10.0,10
1358,188,11,,8.0,8
1359,188,13,,3.0,3
1360,188,15,,2.0,2
1361,188,17,,4.0,4
1362,189,1,,3.0,3
1363,189,3,,3.0,3
1364,189,5,,0.0,0
1365,189,7,,7.0,7
1366,189,9,,2.0,2
1367,189,11,,10.0,10
1368,189,13,,9.0,9
1369,189,15,,3.0,3
1370,189,17,,2.0,2
1371,189,19,,4.0,4
1372,190,1,,3.0,3
1373,190,3,,8.0,8
1374,190,5,,4.0,4
1375,191,1,,10.0,10
1376,191,3,,7.0,7
1377,191,5,,0.0,0
1378,191,7,,3.0,3
1379,191,9,,0.0,0
1380,191,11,,1.0,1
1381,191,13,,1.0,1
1382,192,1,,5.0,5
1383,192,3,,5.0,5
1384,192,5,,2.0,2
1385,192,7,,1.0,1
1386,192,9,,8.0,8
1387,192,11,,4.0,4
1388,193,1,,10.0,10
1389,193,3,,8.0,8
1390,193,5,,10.0,10
1391,193,7,,5.0,5
1392,193,9,,3.0,3
1393,193,11,,5.0,5
1394,193,13,,2.0,2
1395,193,15,,2.0,2
1396,193,17,,4.0,4
1397,194,1,,9.0,9
1398,194,3,,9.0,9
1399,194,5,,3.0,3
1400,194,7,,9.0,9
1401,194,9,,7.0,7
1402,194,11,,5.0,5
1403,194,13,,6.0,6
1404,194,15,,8.0,8
1405,194,17,,3.0,3
1406,194,19,,8.0,8
1407,194,21,,1.0,1
1408,194,23,,1.0,1
1409,195,1,,9.0,9
1410,195,3,,7.0,7
1411,195,5,,9.0,9
1412,195,7,,0.0,0
1413,195,9,,6.0,6
1414,195,11,,6.0,6
1415,195,13,,6.0,6
1416,196,1,,5.0,5
1417,196,3,,8.0,8
1418,196,5,,3.0,3
1419,196,7,,3.0,3
1420,196,9,,0.0,0
1421,196,11,,2.0,2
1422,196,13,,4.0,4
1423,197,1,,8.0,8
1424,197,3,,8.0,8
1425,197,5,,2.0,2
1426,197,7,,8.0,8
1427,197,9,,2.0,2
1428,197,11,,4.0,4
1429,198,1,,5.0,5
1430,198,3,,5.0,5
1431,198,5,,5.0,5
1432,198,7,,9.0,9
1433,198,9,,8.0,8
1434,198,11,,7.0,7
1435,198,13,,10.0,10
1436,198,15,,8.0,8
1437,198,17,,8.0,8
1438,198,19,,4.0,4
1439,198,21,,4.0,4
1440,199,1,,5.0,5
1441,199,3,,2.0,2
1442,199,5,,3.0,3
1443,199,7,,0.0,0
1444,199,9,,2.0,2
1445,199,11,,4.0,4
1446,200,1,,0.0,0
1447,200,3,,0.0,0
1448,200,5,,2.0,2
1449,200,7,,5.0,5
1450,200,9,,2.0,2
1451,200,11,,1.0,1
1452,200,13,,5.0,5
1453,200,15,,0.0,0
1454,200,17,,0.0,0
1455,200,19,,5.0,5
1456,200,21,,5.0,5
1457,200,23,,2.0,2
1458,200,25,,1.0,1
1459,201,1,,7.0,7
1460,201,3,,5.0,5
1461,201,5,,2.0,2
1462,201,7,,1.0,1
1463,201,9,,10.0,10
1464,201,11,,9.0,9
1465,201,13,,10.0,10
1466,201,15,,5.0,5
1467,201,17,,8.0,8
1468,201,19,,1.0,1
1469,201,21,,4.0,4
1470,202,1,,10.0,10
1471,202,3,,9.0,9
1472,202,5,,9.0,9
1473,202,7,,2.0,2
1474,202,9,,5.0,5
1475,202,11,,5.0,5
1476,202,13,,8.0,8
1477,202,15,,6.0,6
1478,203,1,,3.0,3
1479,203,3,,0.0,0
1480,203,5,,0.0,0
1481,203,7,,7.0,7
1482,203,9,,0.0,0
1483,203,11,,10.0,10
1484,203,13,,7.0,7
1485,203,15,,8.0,8
1486,203,17,,4.0,4
1487,204,1,,3.0,3
1488,204,3,,3.0,3
1489,204,5,,0.0,0
1490,204,7,,2.0,2
1491,204,9,,5.0,5
1492,204,11,,5.0,5
1493,204,13,,6.0,6
1494,204,15,,4.0,4
1495,205,1,,5.0,5
1496,205,3,,5.0,5
1497,205,5,,8.0,8
1498,205,7,,1.0,1
1499,205,9,,1.0,1
1500,206,1,,10.0,10
1501,206,3,,8.0,8
1502,206,5,,9.0,9
1503,206,7,,7.0,7
1504,206,9,,6.0,6
1505,206,11,,2.0,2
1506,206,13,,3.0,3
1507,206,15,,2.0,2
1508,206,17,,4.0,4
1509,207,1,,10.0,10
1510,207,3,,9.0,9
1511,207,5,,2.0,2
1512,207,7,,10.0,10
1513,207,9,,1.0,1
1514,207,11,,4.0,4
1515,208,1,,5.0,5
1516,208,3,,5.0,5
1517,208,5,,2.0,2
1518,208,7,,3.0,3
1519,208,9,,0.0,0
1520,208,11,,0.0,0
1521,208,13,,0.0,0
1522,208,15,,2.0,2
1523,208,17,,4.0,4
1524,209,1,,10.0,10
1525,209,3,,2.0,2
1526,209,5,,4.0,4
1527,210,1,,5.0,5
1528,210,3,,5.0,5
1529,210,5,,5.0,5
1530,210,7,,8.0,8
1531,210,9,,10.0,10
1532,210,11,,3.0,3
1533,210,13,,6.0,6
1534,210,15,,3.0,3
1535,210,17,,8.0,8
1536,210,19,,8.0,8
1537,210,21,,1.0,1
1538,210,23,,4.0,4
1539,211,1,,3.0,3
1540,211,3,,3.0,3
1541,211,5,,0.0,0
1542,211,7,,5.0,5
1543,211,9,,7.0,7
1544,211,11,,2.0,2
1545,211,13,,4.0,4
1546,212,1,,9.0,9
1547,212,3,,9.0,9
1548,212,5,,2.0,2
1549,212,7,,10.0,10
1550,212,9,,10.0,10
1551,212,11,,10.0,10
1552,212,13,,10.0,10
1553,212,15,,7.0,7
1554,212,17,,8.0,8
1555,212,19,,1.0,1
1556,212,21,,4.0,4
1557,213,1,,3.0,3
1558,213,3,,0.0,0
1559,213,5,,0.0,0
1560,213,7,,9.0,9
1561,213,9,,9.0,9
1562,213,11,,5.0,5
1563,213,13,,2.0,2
1564,213,15,,4.0,4
