;UUID;Speaker;Utterance
9804;43050d42-39b2-41ad-9f1d-52863a0da374;568492;?
9805;43050d42-39b2-41ad-9f1d-52863a0da374;AppleSupport;@568492 That's how to force restart an iPhone 6s or earlier.
9806;43050d42-39b2-41ad-9f1d-52863a0da374;AppleSupport;Always try a regular restart as a first step: https://t.co/OWRDHWSt4h
9807;43050d42-39b2-41ad-9f1d-52863a0da374;568492;@AppleSupport I did that and it goes back to being normal but as the day goes on it starts to glitch and freeze
9808;43050d42-39b2-41ad-9f1d-52863a0da374;AppleSupport;@568492 Thanks.
9809;43050d42-39b2-41ad-9f1d-52863a0da374;AppleSupport;Send us a DM with the country that you are located in to continue.
9810;43050d42-39b2-41ad-9f1d-52863a0da374;AppleSupport;https://t.co/GDrqU22YpT
9811;538a5e25-457d-45e0-993e-cf2031170a15;468680;@British_Airways 935 Ncl to London delayed so London to Chicago will have left by the time I get there
9812;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;@468680 Hi Neil.
9813;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;I'm sorry your flight has been delayed this morning due to the fog in the London area.
9814;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;Our colleagues at London Heathrow will 1/2
9815;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;@468680 be able to look at the rebooking options when you arrive there.
9816;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;I'm sorry we can't reroute you via Amsterdam or Dublin.
9817;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;^Kev 2/2
9818;538a5e25-457d-45e0-993e-cf2031170a15;468680;@British_Airways I’d love to talk to your colleagues at Heathrow been queuing for 3 hours so far to do it
9819;538a5e25-457d-45e0-993e-cf2031170a15;468680;@British_Airways The queue to rebook is more than 3 and half hours long where’s your customer care ?
9820;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;@468680 We appreciate how frustrating it is waiting around, Neil.
9821;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;1/2
9822;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;@468680 The staff at the desks are doing their best to get all passengers rebooked as quickly as possible.
9823;538a5e25-457d-45e0-993e-cf2031170a15;British_Airways;^Sarah 2/2
9824;538a5e25-457d-45e0-993e-cf2031170a15;468680;@British_Airways The staff might be doing there best but after a four hour wait maybe there should be more of them
9825;a94fd6b4-3dee-413d-89f0-228381c24637;705374;@sainsburys I’d like to thank you for the Sainsbury’s lorry parked up outside Brunswick Terrace in Hove, running its engine from 4:30am for two hours.
9826;a94fd6b4-3dee-413d-89f0-228381c24637;705374;It really was the perfect start to the day.
9827;a94fd6b4-3dee-413d-89f0-228381c24637;705374;👌
9828;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;@705374 Hi Iain, really sorry about that.
9829;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Could you DM me on the below link the registration number please?
9830;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Mariya https://t.co/MdMtnTlX6H
9831;a94fd6b4-3dee-413d-89f0-228381c24637;705374;@sainsburys I don’t have the reg.
9832;a94fd6b4-3dee-413d-89f0-228381c24637;705374;please just ask your drivers not to park up for hours with their engines running in residential areas including Hove seafront.
9833;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;@705374 Can you send us a postcode of this area?
9834;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;We'll get this logged with the relevant team.
9835;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Rob
9836;a94fd6b4-3dee-413d-89f0-228381c24637;705374;@sainsburys Brunswick Terrace is BN3 1HL which is parallel to Kingsway ie the seafront road.
9837;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;@705374 Thanks, I've passed this onto the relevant team.
9838;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Have a good day.
9839;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Rob
9840;a94fd6b4-3dee-413d-89f0-228381c24637;705374;@sainsburys Thanks Rob.
9841;a94fd6b4-3dee-413d-89f0-228381c24637;705374;I look forward to being able to sleep.
9842;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;@705374 Hi Iain, just to let you know that this has all been forwarded onto our depot who will be able to identify the colleague involved.
9843;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;The appropriate action will be taken.
9844;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Sorry again for the trouble.
9845;a94fd6b4-3dee-413d-89f0-228381c24637;sainsburys;Corey
9846;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;@azuresupport #azTechHelp do Verizon CDN endpoints cache files differently in different locations?
9847;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;I get Hits in EU and misses on AU edges
9848;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;@720368 We found some documentation that might help with this: https://t.co/PsSxykvKle Let us know if this has been useful.
9849;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;^SB
9850;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;@AzureSupport Sorry, the mentioned options no longer seem to be available (or visible)
9851;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;@720368 Are you receiving an error message or are the above options unavailable?
9852;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;^SB
9853;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;@AzureSupport Unavailable .
9854;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;Configure button no longer exists.
9855;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;I've been using the Large Objects management page for CDN settings
9856;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;@720368 This document may help: https://t.co/hKeDenHXEX Please keep us posted.
9857;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;^SB
9858;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;@AzureSupport Nope.
9859;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;Not getting 404s -have 200s but cache misses for files previously downloaded.
9860;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;"In EU I get cache hits; in AU: 0 hits; same config"
9861;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;@720368 Could you post this on https://t.co/FbVx3Di4A0 and send us the link?
9862;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;We'll have an engineer take a look.
9863;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;^SB
9864;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;@AzureSupport Will do, thanks
9865;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;"@AzureSupport done: https://t.co/Z8epsXFjGT 

thanks!"
9866;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;@720368 Thank you.
9867;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;An engineer will be in touch as soon as possible.
9868;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;^SB
9869;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;@AzureSupport Same thing happening on a US edge.
9870;860c024f-2083-4b6f-afc8-08c0c0d2728b;720368;0 cache hits.
9871;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;@720368 We recommend updating your forum post with this information.
9872;860c024f-2083-4b6f-afc8-08c0c0d2728b;AzureSupport;^TW
9873;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;@XboxSupport Hi.
9874;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;Please could I have an email address for complaints.
9875;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;Thanks.
9876;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;@474761 You can learn about filing reports for Code of Conduct https://t.co/77ZtVbP4cR violations here https://t.co/uWk4X6KjuM .
9877;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;^JS
9878;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;@XboxSupport Please can I have the address to complain about a product.
9879;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;Thanks.
9880;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;@474761 Hiya!
9881;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;We'd be happy to help with any support questions you have.
9882;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;What seems to be the trouble that you are experiencing?
9883;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;^JA
9884;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;@XboxSupport Problems with the elite controller.
9885;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;left thumbstick is loose and moves in and out.
9886;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;Already been replaced once.
9887;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;It’s not a “premium” product
9888;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;@XboxSupport It’s pretty much unusable.
9889;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;I’ve seen loads of similar cases online.
9890;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;Expected a lot better for the high price.
9891;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;@474761 We're sorry to hear about your controller!
9892;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;If you would like to leave feedback, you can do so here 1/3 ^JA
9893;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;@474761 https://t.co/Ub2WjDyEcS However, if you would like to discuss your replacement options for your controller, 2/3 ^JA
9894;c3ceb891-2c56-41d1-8dae-8236f09f0426;XboxSupport;@474761 then let's have you reach out to the chat team here: https://t.co/CebJxfNDFD 3/3 ^JA
9895;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;@XboxSupport Can I have an email address which I can make a complaint to please.
9896;c3ceb891-2c56-41d1-8dae-8236f09f0426;474761;Thanks
9897;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;"@British_Airways 
    stranded in bkk with my
little girl ella 10 years old
ba cancel my open ticket
 have no money to buy
  another ticket?"
9898;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;@298372 We’re sorry to hear this Jeremy, have you booked through ourselves or a travel agency?
9899;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;^Kieran
9900;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;"@British_Airways i have a ten year old daughter crying  at airport
many seats on plane?"
9901;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;?
9902;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;"@British_Airways british embassy try to help
  but all calls go to india
they make a decision in india?"
9903;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;?
9904;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;@298372 This doesn’t sound right Jeremy, can you please DM us your booking reference, email address and phone number?
9905;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;^Kieran
9906;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;@British_Airways __email__
9907;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;@298372 Hi Jeremy.
9908;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;We’ll need you’re booking reference, email address and contact number to look at this for you.
9909;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;Please DM us the information.
9910;b5f7febc-e94e-4aaa-991d-ea9661896479;British_Airways;^DR
9911;b5f7febc-e94e-4aaa-991d-ea9661896479;298372;"@British_Airways ref 145410   ..USAG84
     etiicket..1255683543119
    my num,+66943788578
        __email__"
9912;702791f2-62a3-44e5-a91a-7e8479abe79d;319286;@AzureSupport Signed in as subscription owner and can't see my subscription or raise support ticket - is there someone I can contact?
9913;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 We recommend filing a free subscription management support case here: https://t.co/heO4tfFVts.
9914;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 you have already tried this, do you get any error message?
9915;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;2 ^BG
9916;702791f2-62a3-44e5-a91a-7e8479abe79d;319286;"@AzureSupport I have (signed in as different user user):

You don't have support permission to create a support request."
9917;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 Could you send us a screenshot of the error message?
9918;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;^BG
9919;702791f2-62a3-44e5-a91a-7e8479abe79d;319286;"@AzureSupport Sign in as global admin &gt; subscriptions (1 &amp; 2)

Sign in as subscription owner &gt; subscriptions (3) https://t.co/OGsrvYwDeP"
9920;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 It doesn't look like you are on the right page for creating a free subscription management support case.
9921;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;Can you  1 ^BG
9922;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 please click here: https://t.co/heO4tfFVts.
9923;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;Then click on +New support request and choose Subscription management as the Issue Type.
9924;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 Just checking in to see if you managed to create a free subscription management support case?
9925;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;^BG
9926;702791f2-62a3-44e5-a91a-7e8479abe79d;319286;@AzureSupport Yes I did - thank you!
9927;702791f2-62a3-44e5-a91a-7e8479abe79d;319286;All sorted now!
9928;702791f2-62a3-44e5-a91a-7e8479abe79d;319286;Thanks again.
9929;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;@319286 Great!
9930;702791f2-62a3-44e5-a91a-7e8479abe79d;AzureSupport;Thanks for letting us know :) ^BG
9931;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;went through my amazon account and realized i bought a record and never got it last year...
9932;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;customer service treated me like i was a fucking thief for forgetting my i ordered it for a year ...
9933;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;@115821
9934;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;@115821 would have made sense if there was record of it being delivered but it still said “shipped”....
9935;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;@120930 Did the tracking say it was delivered?
9936;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;^KM
9937;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;@AmazonHelp no
9938;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;@AmazonHelp  https://t.co/HWXuUYZUsi
9939;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;@120930 We'd like to take another look into this with you.
9940;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;Please reach out via phone/chat here: https://t.co/hApLpMlfHN ^TK
9941;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;120930;@AmazonHelp s/o to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back!
9942;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;@120930 Thank you for the update.
9943;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;Glad we were able to help!
9944;9f6d7f56-a87f-4581-8e8f-9c4daabaae82;AmazonHelp;^CO
9945;eaa84357-59e7-464f-8582-9af07c639a08;740998;@SpotifyCares where is Red Velvet’s new Album :( Peek-A-Boo
9946;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;@740998 Hey!
9947;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF
9948;eaa84357-59e7-464f-8582-9af07c639a08;740998;@SpotifyCares Thanks!
9949;eaa84357-59e7-464f-8582-9af07c639a08;740998;I’ll do my best to wait!
9950;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;@740998 No worries!
9951;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;If you need anything else, just shout 🙂/DF
9952;eaa84357-59e7-464f-8582-9af07c639a08;740998;@SpotifyCares Also, I am from Holland and there is a special deal for Students, the price for premium month is 5 euro.
9953;eaa84357-59e7-464f-8582-9af07c639a08;740998;I pay 10 euro each month.
9954;eaa84357-59e7-464f-8582-9af07c639a08;740998;Can I change it?
9955;eaa84357-59e7-464f-8582-9af07c639a08;740998;And can I link my ideal for it?
9956;eaa84357-59e7-464f-8582-9af07c639a08;740998;Because they only accept Creditcard for it..
9957;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;@740998 At the moment the student discount is not payable with iDeal, but we'll pass your feedback on that its something you'd like to see.
9958;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;Sorry for any inconveniences /DF
9959;eaa84357-59e7-464f-8582-9af07c639a08;740998;@SpotifyCares It’s lowkey crazy, because Holland never pays with credit cards, everyone uses iDeal, most of them are students like me.
9960;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;@740998 We can see how that’d be handy.
9961;eaa84357-59e7-464f-8582-9af07c639a08;SpotifyCares;Thanks for taking the time to reach out – your feedback's been noted 📝 /DF
9962;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;@hulu_support my live tv still isn’t working.
9963;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;I’ve tried all the reset stuff.
9964;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;Non-live works fine.
9965;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;When will live tv work again?
9966;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;@119498 Oh no!
9967;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;We did have a hiccup earlier on Sunday, but this should now be resolved: https://t.co/iwd4qdktMg.
9968;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;@hulu_support Yes.
9969;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;I talked to customer support last night and today.
9970;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;Still no resolution.
9971;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;They said it may not be resolved for days
9972;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;@119498 Sorry to hear we weren't able to immediately remedy the issue!
9973;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;We'll share the feedback as we continue to make enhancements.
9974;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;@hulu_support Do you have any idea when I will be able to watch live TV again?
9975;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;I do t want to go back to SlingTV.
9976;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;@119498 Oh no!
9977;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;Are you still running into buffering?
9978;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;If so, please check your speeds meet our reqs here: https://t.co/8x1k3V3gxT.
9979;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;"@hulu_support 110.97 download
19.26 upload
24 latency
Those are my WiFi speeds."
9980;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;I think they are more than adequate
9981;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;@119498 Definitely more than adequate!
9982;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;What device are you using to stream?
9983;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;Do you come across any error messages?
9984;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;@hulu_support Apple TV, PC running Crome and Firefox, iPhone.
9985;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;None of them work.
9986;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;I have also tried cellular data in addition to my internet service
9987;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;@hulu_support I’ve spent hours on the phone trying everything they could think of.
9988;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;In the end, they said the Live TV was not working in my area
9989;8afcdad2-e7b1-4606-ab48-fdf4aff47637;119498;@hulu_support On the phone with Hulu support
9990;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;@119498 We're sorry to hear about the ongoing frustration.
9991;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;Our phone team will be able to provide more insight.
9992;8afcdad2-e7b1-4606-ab48-fdf4aff47637;hulu_support;We'll share the feedback.
9993;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;"Spotify keeps giving me an error saying songs aren't available over &amp; over again."
9994;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;"Both mobile &amp; desktop."
9995;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;Its frustrating.
9996;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;Help @SpotifyCares
9997;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;@323748 Hi Mike!
9998;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;Can you let us know the operating system and version of Spotify on your mobile phone and desktop?
9999;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;We'll see what we can suggest /FR
10000;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;@SpotifyCares Hi!
10001;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;I'm running OS Seirra with 1.0.65.320.gac7a8e02 and iOS 11.0.3 with the latest version of the app.
10002;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;Thank you!
10003;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;"@323748 Could you send us the model of your iPhone &amp; the exact app version on it?"
10004;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;"You can check this in Your Library &gt; Settings &gt; About Spotify /LP"
10005;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;@SpotifyCares Yes, no problem!
10006;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;iPhone 7+ and the app version is 8.4.22.515
10007;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;@323748 Got it!
10008;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;Does logging out and back in help at all?
10009;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;Restarting your devices is also worth a shot.
10010;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;Keep us posted /LP
10011;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;@SpotifyCares Logging in/out helps for a few minutes with most songs.
10012;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;"But once I've played on both desktop &amp; mobile the songs are showing as unavailable."
10013;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;@SpotifyCares I get the message saying the song is not available and to import it.
10014;178a915b-3f3a-4289-b718-5f58c2ef80b5;323748;Such as Underdog by Banks.
10015;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;@323748 Hmm.
10016;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;Can you send us your account's username or email address via DM?
10017;178a915b-3f3a-4289-b718-5f58c2ef80b5;SpotifyCares;We'll take a look under the hood /LP https://t.co/ldFdZRiNAt
10018;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@35320 u need 2 sort out ur new traffic lights on @Morrisons roundabout.
10019;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;Cars queued all the way to back of supermarket car 1/2
10020;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@35320 @Morrisons Park because the lights at morrisons don't work in sync with roundabout.
10021;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;#chaos 2/2
10022;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@35320 @Morrisons Seems to be because the lights at morrisons let 3 cars out at a time.
10023;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;Wtf?
10024;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;@311292 Gosh so sorry!
10025;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;Not the best look!
10026;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;Which store is this@so I can report it to the Store Manager.
10027;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;Raj
10028;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@Morrisons I don't think it's ur fault and doesn't require an apology.
10029;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;Weston super mare branch.
10030;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;Since the council have updated their traffic 1/2
10031;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@Morrisons System, the traffic in your car park builds and builds during busy times.
10032;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;Not morrisons fault 2/2
10033;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@Morrisons Ps although perhaps they could put pressure on @35320 to sort it as they don't listen to tax payers like me!
10034;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;@311292 No problem - we will see if we can make improvements to the system in the future.
10035;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;Raj
10036;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@Morrisons As I said I don't think it's ur responsibility but perhaps @35320 will listen to a multi million £ company!
10037;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;@311292 We've passed your comments onto see what we can do :) - Polly
10038;79c119e4-85dd-49f0-aa3a-d1c526126b18;311292;@Morrisons Thanks for your help
10039;79c119e4-85dd-49f0-aa3a-d1c526126b18;Morrisons;@311292 You're welcome :) - Polly
10040;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;Net (@115900 )being fucky (like last night).
10041;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;"DL's coming &amp; going like crazy, &amp; up speed is almost 0."
10042;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;@435959 I would be happy to look further into your internet issue if you would provide your full address and account associated phone # in a DM.
10043;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;-JW
10044;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;@comcastcares Supposedly someone MIGHT come out today to look at it, though if they don't, that doesn't help me much.
10045;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;😭
10046;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;@435959 Would you like me to follow up with you later today to make sure everything gets taken care of?
10047;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;-JW
10048;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;@comcastcares That'd be awesome!
10049;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;@435959 Please feel free to send me a DM with your full address and account associated phone number.
10050;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;-JW
10051;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;@435959 I just wanted to follow up with you and see how the tech visit went.
10052;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;-JW
10053;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;@comcastcares They didn't show.
10054;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;@435959 I would like to look further into this.
10055;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;Would you mind sending a DM with your account information?
10056;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;-JW
10057;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;"@comcastcares The account's under my roomie's name &amp; info, &amp; wants to handle it."
10058;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;Thanks for trying.
10059;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;435959;I'll mention this tweet convo if it's still crazy l8r
10060;d7a8b805-9f9b-41cf-a21f-dc39f1ab171d;comcastcares;@435959 Not a problem at all.
